ic_name,period,flow,numberoflines,lineefficiency,periodproduction,finalinventory
ic_3,t_33,170.0,4.2,38,159.6,677.6
ic_3,t_34,170.0,4.4,38,167.20000000000002,674.8
ic_3,t_35,170.0,4.2,38,159.6,664.4
ic_3,t_36,170.0,4.0,38,152.0,646.4
ic_3,t_37,168.0,4.2,38,159.6,638.0
ic_3,t_38,171.0,4.4,38,167.20000000000002,634.2
ic_3,t_39,169.0,4.4,38,167.20000000000002,632.4
ic_3,t_40,172.0,4.6,38,174.79999999999998,635.2
ic_3,t_41,170.0,4.6,38,174.79999999999998,640.0
ic_3,t_42,168.0,4.6,38,174.79999999999998,646.8
ic_3,t_43,171.0,4.6,38,174.79999999999998,650.6
ic_3,t_44,169.0,4.4,38,167.20000000000002,648.8
ic_3,t_45,172.0,4.6,38,174.79999999999998,651.6
ic_3,t_46,170.0,4.6,38,174.79999999999998,656.4
ic_3,t_47,168.0,4.4,38,167.20000000000002,655.6
ic_3,t_48,171.0,4.6,38,174.79999999999998,659.4
ic_4,t_1,161.0,7.0,23,161.0,480.0
ic_4,t_2,158.0,7.5,23,172.5,494.5
ic_4,t_3,166.0,8.0,23,184.0,512.5
ic_4,t_4,178.0,8.5,23,195.5,530.0
ic_4,t_5,214.5,9.0,23,207.0,522.5
ic_4,t_6,175.0,9.5,23,218.5,566.0
ic_4,t_7,340.0,9.0,23,207.0,433.0
ic_4,t_8,330.0,8.5,23,195.5,298.5
ic_4,t_9,322.0,8.0,23,184.0,160.5
ic_4,t_10,263.0,8.0,23,184.0,81.5
ic_4,t_11,277.0,8.5,23,195.5,0.0
ic_4,t_12,207.0,9.0,23,207.0,0.0
ic_4,t_13,212.0,9.5,23,218.5,6.5
ic_4,t_14,236.5,10.0,23,230.0,0.0
ic_4,t_15,197.5,10.5,23,241.5,44.0
ic_4,t_16,297.0,11.0,23,253.0,0.0
ic_4,t_17,252.0,11.0,23,253.0,1.0
ic_4,t_18,189.0,10.5,23,241.5,53.5
ic_4,t_19,171.0,10.0,23,230.0,112.5
ic_4,t_20,180.0,9.5,23,218.5,151.0
ic_4,t_21,171.0,9.0,23,207.0,187.0
ic_4,t_22,180.0,8.5,23,195.5,202.5
ic_4,t_23,171.0,8.0,23,184.0,215.5
ic_4,t_24,180.0,7.5,23,172.5,208.0
ic_4,t_25,179.0,7.5,23,172.5,201.5
ic_4,t_26,178.0,8.0,23,184.0,207.5
ic_4,t_27,177.0,8.5,23,195.5,226.0
ic_4,t_28,176.0,8.0,23,184.0,234.0
ic_4,t_29,175.0,7.5,23,172.5,231.5
ic_4,t_30,174.0,7.0,23,161.0,218.5
ic_4,t_31,173.0,7.0,23,161.0,206.5
ic_4,t_32,172.0,7.0,23,161.0,195.5
ic_4,t_33,172.0,7.5,23,172.5,196.0
ic_4,t_34,172.0,8.0,23,184.0,208.0
ic_4,t_35,172.0,8.5,23,195.5,231.5
ic_4,t_36,172.0,8.0,23,184.0,243.5
ic_4,t_37,170.0,7.5,23,172.5,246.0
ic_4,t_38,168.0,8.0,23,184.0,262.0
ic_4,t_39,171.0,8.0,23,184.0,275.0
ic_4,t_40,169.0,8.5,23,195.5,301.5
ic_4,t_41,172.0,9.0,23,207.0,336.5
ic_4,t_42,170.0,8.5,23,195.5,362.0
ic_4,t_43,168.0,9.0,23,207.0,401.0
ic_4,t_44,171.0,8.5,23,195.5,425.5
ic_4,t_45,169.0,8.0,23,184.0,440.5
ic_4,t_46,172.0,8.5,23,195.5,464.0
ic_4,t_47,170.0,8.0,23,184.0,478.0
ic_4,t_48,168.0,8.5,23,195.5,505.5
ic_5,t_1,500.0,12.0,40,480.0,480.0
ic_5,t_2,491.0,12.25,40,490.0,479.0
ic_5,t_3,517.0,12.5,40,500.0,462.0
ic_5,t_4,526.0,12.75,40,510.0,446.0
ic_5,t_5,535.0,12.5,40,500.0,411.0
ic_5,t_6,526.0,12.25,40,490.0,375.0
ic_5,t_7,434.0,12.0,40,480.0,421.0
ic_5,t_8,497.0,11.75,40,470.0,394.0
ic_5,t_9,484.0,11.5,40,460.0,370.0
ic_5,t_10,481.0,11.25,40,450.0,339.0
ic_5,t_11,478.0,11.0,40,440.0,301.0
ic_5,t_12,484.0,11.0,40,440.0,257.0
ic_5,t_13,481.0,11.25,40,450.0,226.0
ic_5,t_14,465.0,11.5,40,460.0,221.0
ic_5,t_15,490.0,11.75,40,470.0,201.0
ic_5,t_16,541.0,12.0,40,480.0,140.0
ic_5,t_17,556.0,12.25,40,490.0,74.0
ic_5,t_18,529.0,12.5,40,500.0,45.0
ic_5,t_19,538.0,12.75,40,510.0,17.0
ic_5,t_20,529.0,13.0,40,520.0,8.0
ic_5,t_21,538.0,13.25,40,530.0,0.0
ic_5,t_22,529.0,13.25,40,530.0,1.0
ic_5,t_23,538.0,13.5,40,540.0,3.0
ic_5,t_24,529.0,13.25,40,530.0,4.0
ic_5,t_25,526.0,13.5,40,540.0,18.0
ic_5,t_26,523.0,13.5,40,540.0,35.0
ic_5,t_27,520.0,13.75,40,550.0,65.0
ic_5,t_28,517.0,14.0,40,560.0,108.0
ic_5,t_29,517.0,14.25,40,570.0,161.0
ic_5,t_30,514.0,14.0,40,560.0,207.0
ic_5,t_31,511.0,13.75,40,550.0,246.0
ic_5,t_32,514.0,13.75,40,550.0,282.0
ic_5,t_33,514.0,13.75,40,550.0,318.0
ic_5,t_34,514.0,13.75,40,550.0,354.0
ic_5,t_35,514.0,13.75,40,550.0,390.0
ic_5,t_36,514.0,13.5,40,540.0,416.0
ic_5,t_37,508.0,13.25,40,530.0,438.0
ic_5,t_38,512.0,13.5,40,540.0,466.0
ic_5,t_39,511.0,13.25,40,530.0,485.0
ic_5,t_40,505.0,13.25,40,530.0,510.0
ic_5,t_41,514.0,13.25,40,530.0,526.0
ic_5,t_42,508.0,13.0,40,520.0,538.0
ic_5,t_43,512.0,13.25,40,530.0,556.0
ic_5,t_44,511.0,13.0,40,520.0,565.0
ic_5,t_45,505.0,13.25,40,530.0,590.0
ic_5,t_46,514.0,13.5,40,540.0,616.0
ic_5,t_47,508.0,13.25,40,530.0,638.0
ic_5,t_48,512.0,13.5,40,540.0,666.0
ic_6,t_1,482.0,12.0,35,420.0,438.0
ic_6,t_2,480.0,12.5,35,437.5,395.5
ic_6,t_3,506.0,13.0,35,455.0,344.5
ic_6,t_4,514.0,13.5,35,472.5,303.0
ic_6,t_5,523.0,14.0,35,490.0,270.0
ic_6,t_6,532.0,14.0,35,490.0,228.0
ic_6,t_7,517.0,13.5,35,472.5,183.5
ic_6,t_8,503.0,13.0,35,455.0,135.5
ic_6,t_9,489.0,12.5,35,437.5,84.0
ic_6,t_10,486.0,12.5,35,437.5,35.5
ic_6,t_11,474.0,13.0,35,455.0,16.5
ic_6,t_12,489.0,13.5,35,472.5,0.0
ic_6,t_13,477.0,14.0,35,490.0,13.0
ic_6,t_14,493.0,14.5,35,507.5,27.5
ic_6,t_15,519.0,15.0,35,525.0,33.5
ic_6,t_16,573.0,15.5,35,542.5,3.0
ic_6,t_17,550.0,16.0,35,560.0,13.0
ic_6,t_18,523.0,15.5,35,542.5,32.5
ic_6,t_19,550.0,15.5,35,542.5,25.0
ic_6,t_20,523.0,15.0,35,525.0,27.0
ic_6,t_21,550.0,15.5,35,542.5,19.5
ic_6,t_22,523.0,15.0,35,525.0,21.5
ic_6,t_23,550.0,15.5,35,542.5,14.0
ic_6,t_24,523.0,15.0,35,525.0,16.0
ic_6,t_25,520.0,15.5,35,542.5,38.5
ic_6,t_26,517.0,15.0,35,525.0,46.5
ic_6,t_27,514.0,14.5,35,507.5,40.0
ic_6,t_28,511.0,14.0,35,490.0,19.0
ic_6,t_29,511.0,14.5,35,507.5,15.5
ic_6,t_30,511.0,14.5,35,507.5,12.0
ic_6,t_31,508.0,14.5,35,507.5,11.5
ic_6,t_32,511.0,15.0,35,525.0,25.5
ic_6,t_33,512.0,15.0,35,525.0,38.5
ic_6,t_34,512.0,15.0,35,525.0,51.5
ic_6,t_35,512.0,14.5,35,507.5,47.0
ic_6,t_36,512.0,15.0,35,525.0,60.0
ic_6,t_37,506.0,14.5,35,507.5,61.5
ic_6,t_38,515.0,15.0,35,525.0,71.5
ic_6,t_39,509.0,14.5,35,507.5,70.0
ic_6,t_40,508.0,14.5,35,507.5,69.5
ic_6,t_41,512.0,15.0,35,525.0,82.5
ic_6,t_42,506.0,14.5,35,507.5,84.0
ic_6,t_43,515.0,15.0,35,525.0,94.0
ic_6,t_44,509.0,15.0,35,525.0,110.0
ic_6,t_45,508.0,14.5,35,507.5,109.5
ic_6,t_46,512.0,15.0,35,525.0,122.5
ic_6,t_47,506.0,14.5,35,507.5,124.0
ic_6,t_48,515.0,15.0,35,525.0,134.0
ic_7,t_1,153.0,6.0,43,258.0,480.0
ic_7,t_2,153.0,6.2,43,266.6,593.6
ic_7,t_3,161.0,6.4,43,275.2,707.8
ic_7,t_4,170.0,6.4,43,275.2,813.0
ic_7,t_5,179.0,6.2,43,266.6,900.6
ic_7,t_6,188.0,6.0,43,258.0,970.6
ic_7,t_7,183.0,5.8,43,249.4,1037.0
ic_7,t_8,178.0,5.6,43,240.79999999999998,1099.8
ic_7,t_9,173.0,5.4,43,232.20000000000002,1159.0
ic_7,t_10,168.0,5.2,43,223.6,1214.6
ic_7,t_11,163.0,5.0,43,215.0,1266.6
ic_7,t_12,159.0,4.8,43,206.4,1314.0
ic_7,t_13,164.0,5.0,43,215.0,1365.0
ic_7,t_14,148.0,5.2,43,223.6,1440.6
ic_7,t_15,156.0,5.4,43,232.20000000000002,1516.8
ic_7,t_16,172.0,5.6,43,240.79999999999998,1585.6
ic_7,t_17,190.0,5.4,43,232.20000000000002,1627.8
ic_7,t_18,181.0,5.2,43,223.6,1670.4
ic_7,t_19,172.0,5.0,43,215.0,1713.4
ic_7,t_20,181.0,4.8,43,206.4,1738.8
ic_7,t_21,172.0,4.6,43,197.79999999999998,1764.6
ic_7,t_22,181.0,4.4,43,189.20000000000002,1772.8
ic_7,t_23,172.0,4.2,43,180.6,1781.4
ic_7,t_24,181.0,4.0,43,172.0,1772.4
ic_7,t_25,180.0,3.8,43,163.4,1755.8
ic_7,t_26,179.0,3.6,43,154.8,1731.6
ic_7,t_27,178.0,3.4,43,146.2,1699.8
ic_7,t_28,177.0,3.2,43,137.6,1660.4
ic_7,t_29,176.0,3.2,43,137.6,1622.0
ic_7,t_30,175.0,3.0,43,129.0,1576.0
ic_7,t_31,174.0,2.8,43,120.39999999999999,1522.4
ic_7,t_32,173.0,2.8,43,120.39999999999999,1469.8
ic_7,t_33,173.0,2.6,43,111.8,1408.6
ic_7,t_34,173.0,2.4,43,103.2,1338.8
ic_7,t_35,173.0,2.2,43,94.60000000000001,1260.4
ic_7,t_36,173.0,2.0,43,86.0,1173.4
ic_7,t_37,171.0,1.8,43,77.4,1079.8
ic_7,t_38,169.0,2.0,43,86.0,996.8
ic_7,t_39,172.0,1.8,43,77.4,902.2
ic_7,t_40,170.0,1.8,43,77.4,809.6
ic_7,t_41,168.0,2.0,43,86.0,727.6
ic_7,t_42,171.0,1.8,43,77.4,634.0
ic_7,t_43,169.0,2.0,43,86.0,551.0
ic_7,t_44,172.0,2.0,43,86.0,465.0
ic_7,t_45,170.0,2.2,43,94.60000000000001,389.6
ic_7,t_46,168.0,2.4,43,103.2,324.8
ic_7,t_47,171.0,2.2,43,94.60000000000001,248.4
ic_7,t_48,169.0,2.4,43,103.2,182.6
ic_8,t_1,180.0,6.0,40,240.0,360.0
ic_8,t_2,171.0,6.25,40,250.0,439.0
ic_8,t_3,180.0,6.5,40,260.0,519.0
ic_8,t_4,171.0,6.25,40,250.0,598.0
ic_8,t_5,180.0,6.0,40,240.0,658.0
ic_8,t_6,171.0,5.75,40,230.0,717.0
ic_8,t_7,166.0,5.5,40,220.0,771.0
ic_8,t_8,162.0,5.25,40,210.0,819.0
ic_8,t_9,158.0,5.0,40,200.0,861.0
ic_8,t_10,163.0,4.75,40,190.0,888.0
ic_8,t_11,159.0,4.5,40,180.0,909.0
ic_8,t_12,164.0,4.25,40,170.0,915.0
ic_8,t_13,160.0,4.5,40,180.0,935.0
ic_8,t_14,144.0,4.75,40,190.0,981.0
ic_8,t_15,152.0,5.0,40,200.0,1029.0
ic_8,t_16,168.0,5.25,40,210.0,1071.0
ic_8,t_17,185.0,5.0,40,200.0,1086.0
ic_8,t_18,176.0,4.75,40,190.0,1100.0
ic_8,t_19,185.0,4.5,40,180.0,1095.0
ic_8,t_20,176.0,4.25,40,170.0,1089.0
ic_8,t_21,185.0,4.0,40,160.0,1064.0
ic_8,t_22,176.0,3.75,40,150.0,1038.0
ic_8,t_23,185.0,3.75,40,150.0,1003.0
ic_8,t_24,176.0,3.5,40,140.0,967.0
ic_8,t_25,175.0,3.25,40,130.0,922.0
ic_8,t_26,174.0,3.0,40,120.0,868.0
ic_8,t_27,173.0,3.25,40,130.0,825.0
ic_8,t_28,172.0,3.5,40,140.0,793.0
ic_8,t_29,171.0,3.25,40,130.0,752.0
ic_8,t_30,170.0,3.0,40,120.0,702.0
ic_8,t_31,169.0,2.75,40,110.0,643.0
ic_8,t_32,171.0,3.0,40,120.0,592.0
ic_8,t_33,171.0,3.25,40,130.0,551.0
ic_8,t_34,171.0,3.5,40,140.0,520.0
ic_8,t_35,171.0,3.75,40,150.0,499.0
ic_8,t_36,171.0,4.0,40,160.0,488.0
ic_8,t_37,169.0,4.0,40,160.0,479.0
ic_8,t_38,172.0,4.25,40,170.0,477.0
ic_8,t_39,170.0,4.25,40,170.0,477.0
ic_8,t_40,168.0,4.25,40,170.0,479.0
ic_8,t_41,171.0,4.5,40,180.0,488.0
ic_8,t_42,169.0,4.25,40,170.0,489.0
ic_8,t_43,172.0,4.5,40,180.0,497.0
ic_8,t_44,170.0,4.25,40,170.0,497.0
ic_8,t_45,168.0,4.25,40,170.0,499.0
ic_8,t_46,171.0,4.25,40,170.0,498.0
ic_8,t_47,169.0,4.0,40,160.0,489.0
ic_8,t_48,172.0,4.25,40,170.0,487.0
