ic_name,period,flow,numberoflines,lineefficiency,periodproduction,finalinventory
ic_1,t_41,684.0,16.5,42,693.0,189.0
ic_1,t_42,676.0,16.0,42,672.0,185.0
ic_1,t_43,683.0,16.0,42,672.0,174.0
ic_1,t_44,680.0,15.5,42,651.0,145.0
ic_1,t_45,677.0,16.0,42,672.0,140.0
ic_1,t_46,684.0,16.5,42,693.0,149.0
ic_1,t_47,676.0,16.0,42,672.0,145.0
ic_1,t_48,683.0,16.5,42,693.0,155.0
ic_2,t_1,180.0,6.0,34,204.0,394.0
ic_2,t_2,333.0,6.25,34,212.5,273.5
ic_2,t_3,180.0,6.5,34,221.0,314.5
ic_2,t_4,226.0,6.25,34,212.5,301.0
ic_2,t_5,180.0,6.0,34,204.0,325.0
ic_2,t_6,171.0,5.75,34,195.5,349.5
ic_2,t_7,234.0,5.5,34,187.0,302.5
ic_2,t_8,162.0,5.25,34,178.5,319.0
ic_2,t_9,158.0,5.0,34,170.0,331.0
ic_2,t_10,220.5,4.75,34,161.5,272.0
ic_2,t_11,214.0,4.5,34,153.0,211.0
ic_2,t_12,164.0,4.25,34,144.5,191.5
ic_2,t_13,160.0,4.25,34,144.5,176.0
ic_2,t_14,144.0,4.5,34,153.0,185.0
ic_2,t_15,152.0,4.75,34,161.5,194.5
ic_2,t_16,168.0,5.0,34,170.0,196.5
ic_2,t_17,185.0,4.75,34,161.5,173.0
ic_2,t_18,176.0,4.5,34,153.0,150.0
ic_2,t_19,185.0,4.5,34,153.0,118.0
ic_2,t_20,176.0,4.75,34,161.5,103.5
ic_2,t_21,185.0,5.0,34,170.0,88.5
ic_2,t_22,176.0,4.75,34,161.5,74.0
ic_2,t_23,185.0,5.0,34,170.0,59.0
ic_2,t_24,176.0,5.0,34,170.0,53.0
ic_2,t_25,175.0,4.75,34,161.5,39.5
ic_2,t_26,174.0,4.5,34,153.0,18.5
ic_2,t_27,173.0,4.75,34,161.5,7.0
ic_2,t_28,172.0,5.0,34,170.0,5.0
ic_2,t_29,171.0,5.25,34,178.5,12.5
ic_2,t_30,170.0,5.0,34,170.0,12.5
ic_2,t_31,169.0,4.75,34,161.5,5.0
ic_2,t_32,171.0,5.0,34,170.0,4.0
ic_2,t_33,171.0,5.0,34,170.0,3.0
ic_2,t_34,171.0,5.25,34,178.5,10.5
ic_2,t_35,171.0,5.5,34,187.0,26.5
ic_2,t_36,171.0,5.75,34,195.5,51.0
ic_2,t_37,169.0,6.0,34,204.0,86.0
ic_2,t_38,172.0,6.25,34,212.5,126.5
ic_2,t_39,170.0,6.5,34,221.0,177.5
ic_2,t_40,168.0,6.75,34,229.5,239.0
ic_2,t_41,171.0,7.0,34,238.0,306.0
ic_2,t_42,169.0,6.75,34,229.5,366.5
ic_2,t_43,172.0,7.0,34,238.0,432.5
ic_2,t_44,170.0,6.75,34,229.5,492.0
ic_2,t_45,168.0,6.5,34,221.0,545.0
ic_2,t_46,171.0,6.75,34,229.5,603.5
ic_2,t_47,169.0,6.5,34,221.0,655.5
ic_2,t_48,172.0,6.75,34,229.5,713.0
ic_3,t_1,140.0,6.0,38,228.0,468.0
ic_3,t_2,147.0,6.2,38,235.6,556.6
ic_3,t_3,155.0,6.4,38,243.20000000000002,644.8
ic_3,t_4,163.0,6.4,38,243.20000000000002,725.0
ic_3,t_5,172.0,6.2,38,235.6,788.6
ic_3,t_6,181.0,6.0,38,228.0,835.6
ic_3,t_7,176.0,5.8,38,220.4,880.0
ic_3,t_8,171.0,5.6,38,212.79999999999998,921.8
ic_3,t_9,166.0,5.4,38,205.20000000000002,961.0
ic_3,t_10,162.0,5.2,38,197.6,996.6
ic_3,t_11,158.0,5.0,38,190.0,1028.6
ic_3,t_12,163.0,4.8,38,182.4,1048.0
ic_3,t_13,159.0,5.0,38,190.0,1079.0
ic_3,t_14,175.0,5.2,38,197.6,1101.6
ic_3,t_15,184.0,5.4,38,205.20000000000002,1122.8
ic_3,t_16,203.0,5.6,38,212.79999999999998,1132.6
ic_3,t_17,183.0,5.4,38,205.20000000000002,1154.8
ic_3,t_18,174.0,5.2,38,197.6,1178.4
ic_3,t_19,183.0,5.0,38,190.0,1185.4
ic_3,t_20,174.0,4.8,38,182.4,1193.8
ic_3,t_21,183.0,4.6,38,174.79999999999998,1185.6
ic_3,t_22,174.0,4.4,38,167.20000000000002,1178.8
ic_3,t_23,183.0,4.2,38,159.6,1155.4
ic_3,t_24,174.0,4.0,38,152.0,1133.4
ic_3,t_25,173.0,3.8,38,144.4,1104.8
ic_3,t_26,172.0,3.6,38,136.8,1069.6
ic_3,t_27,171.0,3.6,38,136.8,1035.4
ic_3,t_28,170.0,3.4,38,129.2,994.6
ic_3,t_29,169.0,3.2,38,121.60000000000001,947.2
ic_3,t_30,171.0,3.0,38,114.0,890.2
ic_3,t_31,170.0,2.8,38,106.39999999999999,826.6
ic_3,t_32,169.0,2.8,38,106.39999999999999,764.0
ic_3,t_33,170.0,3.0,38,114.0,708.0
ic_3,t_34,170.0,3.2,38,121.60000000000001,659.6
ic_3,t_35,170.0,3.4,38,129.2,618.8
ic_3,t_36,170.0,3.6,38,136.8,585.6
ic_3,t_37,168.0,3.8,38,144.4,562.0
ic_3,t_38,171.0,4.0,38,152.0,543.0
ic_3,t_39,169.0,4.2,38,159.6,533.6
ic_3,t_40,172.0,4.4,38,167.20000000000002,528.8
ic_3,t_41,170.0,4.6,38,174.79999999999998,533.6
ic_3,t_42,168.0,4.8,38,182.4,548.0
ic_3,t_43,171.0,4.6,38,174.79999999999998,551.8
ic_3,t_44,169.0,4.8,38,182.4,565.2
ic_3,t_45,172.0,5.0,38,190.0,583.2
ic_3,t_46,170.0,5.0,38,190.0,603.2
ic_3,t_47,168.0,5.0,38,190.0,625.2
ic_3,t_48,171.0,5.2,38,197.6,651.8
ic_4,t_1,165.0,7.0,23,161.0,476.0
ic_4,t_2,316.0,7.5,23,172.5,332.5
ic_4,t_3,332.0,8.0,23,184.0,184.5
ic_4,t_4,175.0,8.5,23,195.5,205.0
ic_4,t_5,184.0,9.0,23,207.0,228.0
ic_4,t_6,175.0,9.5,23,218.5,271.5
ic_4,t_7,282.0,9.0,23,207.0,196.5
ic_4,t_8,305.0,8.5,23,195.5,87.0
ic_4,t_9,271.0,8.0,23,184.0,0.0
ic_4,t_10,172.5,7.5,23,172.5,0.0
ic_4,t_11,162.0,7.5,23,172.5,10.5
ic_4,t_12,183.0,7.5,23,172.5,0.0
ic_4,t_13,170.0,8.0,23,184.0,14.0
ic_4,t_14,209.5,8.5,23,195.5,0.0
ic_4,t_15,155.0,9.0,23,207.0,52.0
ic_4,t_16,242.5,9.5,23,218.5,28.0
ic_4,t_17,210.0,10.0,23,230.0,48.0
ic_4,t_18,180.0,9.5,23,218.5,86.5
ic_4,t_19,171.0,9.0,23,207.0,122.5
ic_4,t_20,180.0,9.0,23,207.0,149.5
ic_4,t_21,171.0,8.5,23,195.5,174.0
ic_4,t_22,180.0,8.0,23,184.0,178.0
ic_4,t_23,171.0,8.0,23,184.0,191.0
ic_4,t_24,180.0,7.5,23,172.5,183.5
ic_4,t_25,179.0,8.0,23,184.0,188.5
ic_4,t_26,178.0,8.0,23,184.0,194.5
ic_4,t_27,177.0,8.5,23,195.5,213.0
ic_4,t_28,176.0,8.0,23,184.0,221.0
ic_4,t_29,175.0,8.0,23,184.0,230.0
ic_4,t_30,174.0,8.5,23,195.5,251.5
ic_4,t_31,173.0,8.5,23,195.5,274.0
ic_4,t_32,172.0,9.0,23,207.0,309.0
ic_4,t_33,172.0,9.5,23,218.5,355.5
ic_4,t_34,172.0,9.0,23,207.0,390.5
ic_4,t_35,172.0,9.0,23,207.0,425.5
ic_4,t_36,172.0,8.5,23,195.5,449.0
ic_4,t_37,170.0,8.0,23,184.0,463.0
ic_4,t_38,168.0,8.5,23,195.5,490.5
ic_4,t_39,171.0,8.0,23,184.0,503.5
ic_4,t_40,169.0,7.5,23,172.5,507.0
ic_4,t_41,172.0,8.0,23,184.0,519.0
ic_4,t_42,170.0,8.0,23,184.0,533.0
ic_4,t_43,168.0,8.5,23,195.5,560.5
ic_4,t_44,171.0,8.0,23,184.0,573.5
ic_4,t_45,169.0,7.5,23,172.5,577.0
ic_4,t_46,172.0,8.0,23,184.0,589.0
ic_4,t_47,170.0,8.0,23,184.0,603.0
ic_4,t_48,168.0,8.5,23,195.5,630.5
ic_5,t_1,500.0,12.0,40,480.0,480.0
ic_5,t_2,491.0,12.25,40,490.0,479.0
ic_5,t_3,517.0,12.5,40,500.0,462.0
ic_5,t_4,526.0,12.75,40,510.0,446.0
ic_5,t_5,535.0,12.5,40,500.0,411.0
ic_5,t_6,526.0,12.25,40,490.0,375.0
ic_5,t_7,511.0,12.0,40,480.0,344.0
ic_5,t_8,497.0,11.75,40,470.0,317.0
ic_5,t_9,484.0,11.5,40,460.0,293.0
ic_5,t_10,481.0,11.25,40,450.0,262.0
ic_5,t_11,478.0,11.0,40,440.0,224.0
ic_5,t_12,484.0,11.25,40,450.0,190.0
ic_5,t_13,481.0,11.5,40,460.0,169.0
ic_5,t_14,465.0,11.75,40,470.0,174.0
ic_5,t_15,490.0,12.0,40,480.0,164.0
ic_5,t_16,541.0,12.25,40,490.0,113.0
ic_5,t_17,556.0,12.5,40,500.0,57.0
ic_5,t_18,529.0,12.75,40,510.0,38.0
ic_5,t_19,538.0,13.0,40,520.0,20.0
ic_5,t_20,529.0,13.25,40,530.0,21.0
ic_5,t_21,538.0,13.5,40,540.0,23.0
ic_5,t_22,529.0,13.25,40,530.0,24.0
ic_5,t_23,538.0,13.5,40,540.0,26.0
ic_5,t_24,529.0,13.25,40,530.0,27.0
ic_5,t_25,526.0,13.5,40,540.0,41.0
ic_5,t_26,523.0,13.5,40,540.0,58.0
ic_5,t_27,520.0,13.25,40,530.0,68.0
ic_5,t_28,517.0,13.25,40,530.0,81.0
ic_5,t_29,517.0,13.5,40,540.0,104.0
ic_5,t_30,514.0,13.75,40,550.0,140.0
ic_5,t_31,511.0,14.0,40,560.0,189.0
ic_5,t_32,514.0,14.0,40,560.0,235.0
ic_5,t_33,514.0,13.75,40,550.0,271.0
ic_5,t_34,514.0,13.75,40,550.0,307.0
ic_5,t_35,514.0,13.75,40,550.0,343.0
ic_5,t_36,514.0,13.5,40,540.0,369.0
ic_5,t_37,508.0,13.25,40,530.0,391.0
ic_5,t_38,512.0,13.5,40,540.0,419.0
ic_5,t_39,511.0,13.25,40,530.0,438.0
ic_5,t_40,505.0,13.0,40,520.0,453.0
ic_5,t_41,514.0,13.25,40,530.0,469.0
ic_5,t_42,508.0,13.0,40,520.0,481.0
ic_5,t_43,512.0,13.25,40,530.0,499.0
ic_5,t_44,511.0,13.0,40,520.0,508.0
ic_5,t_45,505.0,12.75,40,510.0,513.0
ic_5,t_46,514.0,13.0,40,520.0,519.0
ic_5,t_47,508.0,12.75,40,510.0,521.0
ic_5,t_48,512.0,13.0,40,520.0,529.0
ic_6,t_1,482.0,12.0,35,420.0,438.0
ic_6,t_2,480.0,12.5,35,437.5,395.5
ic_6,t_3,506.0,13.0,35,455.0,344.5
ic_6,t_4,514.0,13.5,35,472.5,303.0
ic_6,t_5,523.0,14.0,35,490.0,270.0
ic_6,t_6,532.0,14.0,35,490.0,228.0
ic_6,t_7,517.0,13.5,35,472.5,183.5
ic_6,t_8,503.0,13.0,35,455.0,135.5
ic_6,t_9,489.0,12.5,35,437.5,84.0
ic_6,t_10,486.0,12.5,35,437.5,35.5
ic_6,t_11,474.0,13.0,35,455.0,16.5
ic_6,t_12,489.0,13.5,35,472.5,0.0
ic_6,t_13,477.0,14.0,35,490.0,13.0
ic_6,t_14,493.0,14.5,35,507.5,27.5
ic_6,t_15,519.0,15.0,35,525.0,33.5
ic_6,t_16,573.0,15.5,35,542.5,3.0
ic_6,t_17,550.0,16.0,35,560.0,13.0
ic_6,t_18,523.0,15.5,35,542.5,32.5
ic_6,t_19,550.0,15.5,35,542.5,25.0
ic_6,t_20,523.0,15.0,35,525.0,27.0
ic_6,t_21,550.0,15.5,35,542.5,19.5
ic_6,t_22,523.0,15.0,35,525.0,21.5
ic_6,t_23,550.0,15.5,35,542.5,14.0
ic_6,t_24,523.0,15.0,35,525.0,16.0
ic_6,t_25,520.0,15.0,35,525.0,21.0
ic_6,t_26,517.0,15.0,35,525.0,29.0
ic_6,t_27,514.0,15.0,35,525.0,40.0
ic_6,t_28,511.0,15.5,35,542.5,71.5
ic_6,t_29,511.0,15.0,35,525.0,85.5
ic_6,t_30,511.0,15.0,35,525.0,99.5
ic_6,t_31,508.0,15.0,35,525.0,116.5
ic_6,t_32,511.0,15.5,35,542.5,148.0
ic_6,t_33,512.0,15.5,35,542.5,178.5
ic_6,t_34,512.0,15.5,35,542.5,209.0
ic_6,t_35,512.0,15.0,35,525.0,222.0
ic_6,t_36,512.0,15.5,35,542.5,252.5
ic_6,t_37,506.0,15.0,35,525.0,271.5
ic_6,t_38,515.0,15.5,35,542.5,299.0
ic_6,t_39,509.0,15.0,35,525.0,315.0
ic_6,t_40,508.0,14.5,35,507.5,314.5
ic_6,t_41,512.0,15.0,35,525.0,327.5
ic_6,t_42,506.0,14.5,35,507.5,329.0
ic_6,t_43,515.0,15.0,35,525.0,339.0
ic_6,t_44,509.0,14.5,35,507.5,337.5
ic_6,t_45,508.0,14.0,35,490.0,319.5
ic_6,t_46,512.0,14.5,35,507.5,315.0
ic_6,t_47,506.0,14.0,35,490.0,299.0
ic_6,t_48,515.0,14.5,35,507.5,291.5
ic_7,t_1,153.0,6.0,43,258.0,480.0
ic_7,t_2,153.0,6.2,43,266.6,593.6
ic_7,t_3,161.0,6.4,43,275.2,707.8
ic_7,t_4,170.0,6.2,43,266.6,804.4
ic_7,t_5,179.0,6.0,43,258.0,883.4
ic_7,t_6,188.0,5.8,43,249.4,944.8
ic_7,t_7,183.0,5.6,43,240.79999999999998,1002.6
ic_7,t_8,178.0,5.4,43,232.20000000000002,1056.8
ic_7,t_9,173.0,5.2,43,223.6,1107.4
ic_7,t_10,168.0,5.0,43,215.0,1154.4
ic_7,t_11,163.0,4.8,43,206.4,1197.8
ic_7,t_12,159.0,4.6,43,197.79999999999998,1236.6
ic_7,t_13,164.0,4.6,43,197.79999999999998,1270.4
ic_7,t_14,148.0,4.8,43,206.4,1328.8
ic_7,t_15,156.0,5.0,43,215.0,1387.8
ic_7,t_16,172.0,5.2,43,223.6,1439.4
ic_7,t_17,190.0,5.0,43,215.0,1464.4
ic_7,t_18,181.0,4.8,43,206.4,1489.8
ic_7,t_19,172.0,4.8,43,206.4,1524.2
ic_7,t_20,181.0,4.6,43,197.79999999999998,1541.0
ic_7,t_21,172.0,4.8,43,206.4,1575.4
ic_7,t_22,181.0,4.6,43,197.79999999999998,1592.2
ic_7,t_23,172.0,4.8,43,206.4,1626.6
ic_7,t_24,181.0,4.6,43,197.79999999999998,1643.4
ic_7,t_25,180.0,4.4,43,189.20000000000002,1652.6
ic_7,t_26,179.0,4.2,43,180.6,1654.2
ic_7,t_27,178.0,4.0,43,172.0,1648.2
ic_7,t_28,177.0,3.8,43,163.4,1634.6
ic_7,t_29,176.0,3.6,43,154.8,1613.4
ic_7,t_30,175.0,3.4,43,146.2,1584.6
ic_7,t_31,174.0,3.2,43,137.6,1548.2
ic_7,t_32,173.0,3.0,43,129.0,1504.2
ic_7,t_33,173.0,2.8,43,120.39999999999999,1451.6
ic_7,t_34,173.0,2.8,43,120.39999999999999,1399.0
ic_7,t_35,173.0,2.8,43,120.39999999999999,1346.4
ic_7,t_36,173.0,2.6,43,111.8,1285.2
ic_7,t_37,171.0,2.4,43,103.2,1217.4
ic_7,t_38,169.0,2.4,43,103.2,1151.6
ic_7,t_39,172.0,2.2,43,94.60000000000001,1074.2
ic_7,t_40,170.0,2.0,43,86.0,990.2
ic_7,t_41,168.0,1.8,43,77.4,899.6
ic_7,t_42,171.0,1.6,43,68.8,797.4
ic_7,t_43,169.0,1.8,43,77.4,705.8
ic_7,t_44,172.0,2.0,43,86.0,619.8
ic_7,t_45,170.0,2.2,43,94.60000000000001,544.4
ic_7,t_46,168.0,2.0,43,86.0,462.4
ic_7,t_47,171.0,2.2,43,94.60000000000001,386.0
ic_7,t_48,169.0,2.0,43,86.0,303.0
ic_8,t_1,180.0,6.0,40,240.0,360.0
ic_8,t_2,171.0,6.25,40,250.0,439.0
ic_8,t_3,180.0,6.5,40,260.0,519.0
ic_8,t_4,171.0,6.25,40,250.0,598.0
ic_8,t_5,180.0,6.0,40,240.0,658.0
ic_8,t_6,171.0,5.75,40,230.0,717.0
ic_8,t_7,166.0,5.5,40,220.0,771.0
ic_8,t_8,162.0,5.25,40,210.0,819.0
ic_8,t_9,158.0,5.0,40,200.0,861.0
ic_8,t_10,163.0,4.75,40,190.0,888.0
ic_8,t_11,159.0,4.5,40,180.0,909.0
ic_8,t_12,164.0,4.25,40,170.0,915.0
ic_8,t_13,160.0,4.0,40,160.0,915.0
ic_8,t_14,144.0,4.25,40,170.0,941.0
ic_8,t_15,152.0,4.5,40,180.0,969.0
ic_8,t_16,168.0,4.75,40,190.0,991.0
ic_8,t_17,185.0,4.5,40,180.0,986.0
ic_8,t_18,176.0,4.25,40,170.0,980.0
ic_8,t_19,185.0,4.0,40,160.0,955.0
ic_8,t_20,176.0,3.75,40,150.0,929.0
ic_8,t_21,185.0,4.0,40,160.0,904.0
ic_8,t_22,176.0,3.75,40,150.0,878.0
ic_8,t_23,185.0,4.0,40,160.0,853.0
ic_8,t_24,176.0,3.75,40,150.0,827.0
ic_8,t_25,175.0,3.5,40,140.0,792.0
ic_8,t_26,174.0,3.75,40,150.0,768.0
ic_8,t_27,173.0,4.0,40,160.0,755.0
ic_8,t_28,172.0,3.75,40,150.0,733.0
ic_8,t_29,171.0,4.0,40,160.0,722.0
ic_8,t_30,170.0,4.25,40,170.0,722.0
ic_8,t_31,169.0,4.25,40,170.0,723.0
ic_8,t_32,171.0,4.0,40,160.0,712.0
ic_8,t_33,171.0,4.0,40,160.0,701.0
ic_8,t_34,171.0,4.25,40,170.0,700.0
ic_8,t_35,171.0,4.0,40,160.0,689.0
ic_8,t_36,171.0,3.75,40,150.0,668.0
ic_8,t_37,169.0,3.5,40,140.0,639.0
ic_8,t_38,172.0,3.75,40,150.0,617.0
ic_8,t_39,170.0,3.75,40,150.0,597.0
ic_8,t_40,168.0,4.0,40,160.0,589.0
ic_8,t_41,171.0,4.25,40,170.0,588.0
ic_8,t_42,169.0,4.25,40,170.0,589.0
ic_8,t_43,172.0,4.25,40,170.0,587.0
ic_8,t_44,170.0,4.25,40,170.0,587.0
ic_8,t_45,168.0,4.0,40,160.0,579.0
ic_8,t_46,171.0,4.25,40,170.0,578.0
ic_8,t_47,169.0,4.0,40,160.0,569.0
ic_8,t_48,172.0,4.25,40,170.0,567.0
