ic_name,period,flow,numberoflines,lineefficiency,periodproduction,finalinventory
ic_2,t_44,170.0,5.25,34,178.5,340.5
ic_2,t_45,168.0,5.0,34,170.0,342.5
ic_2,t_46,171.0,5.0,34,170.0,341.5
ic_2,t_47,169.0,4.75,34,161.5,334.0
ic_2,t_48,172.0,5.0,34,170.0,332.0
ic_3,t_1,140.0,6.0,38,228.0,468.0
ic_3,t_2,147.0,6.2,38,235.6,556.6
ic_3,t_3,155.0,6.2,38,235.6,637.2
ic_3,t_4,163.0,6.0,38,228.0,702.2
ic_3,t_5,172.0,5.8,38,220.4,750.6
ic_3,t_6,181.0,5.6,38,212.79999999999998,782.4
ic_3,t_7,176.0,5.4,38,205.20000000000002,811.6
ic_3,t_8,171.0,5.2,38,197.6,838.2
ic_3,t_9,166.0,5.0,38,190.0,862.2
ic_3,t_10,162.0,4.8,38,182.4,882.6
ic_3,t_11,158.0,4.6,38,174.79999999999998,899.4
ic_3,t_12,163.0,4.4,38,167.20000000000002,903.6
ic_3,t_13,159.0,4.2,38,159.6,904.2
ic_3,t_14,175.0,4.4,38,167.20000000000002,896.4
ic_3,t_15,184.0,4.6,38,174.79999999999998,887.2
ic_3,t_16,203.0,4.8,38,182.4,866.6
ic_3,t_17,183.0,5.0,38,190.0,873.6
ic_3,t_18,174.0,4.8,38,182.4,882.0
ic_3,t_19,183.0,4.6,38,174.79999999999998,873.8
ic_3,t_20,174.0,4.4,38,167.20000000000002,867.0
ic_3,t_21,183.0,4.2,38,159.6,843.6
ic_3,t_22,174.0,4.0,38,152.0,821.6
ic_3,t_23,183.0,4.2,38,159.6,798.2
ic_3,t_24,174.0,4.0,38,152.0,776.2
ic_3,t_25,173.0,3.8,38,144.4,747.6
ic_3,t_26,172.0,3.6,38,136.8,712.4
ic_3,t_27,171.0,3.6,38,136.8,678.2
ic_3,t_28,170.0,3.4,38,129.2,637.4
ic_3,t_29,169.0,3.2,38,121.60000000000001,590.0
ic_3,t_30,171.0,3.4,38,129.2,548.2
ic_3,t_31,170.0,3.6,38,136.8,515.0
ic_3,t_32,169.0,3.8,38,144.4,490.4
ic_3,t_33,170.0,4.0,38,152.0,472.4
ic_3,t_34,170.0,4.2,38,159.6,462.0
ic_3,t_35,170.0,4.4,38,167.20000000000002,459.2
ic_3,t_36,170.0,4.6,38,174.79999999999998,464.0
ic_3,t_37,168.0,4.6,38,174.79999999999998,470.8
ic_3,t_38,171.0,4.8,38,182.4,482.2
ic_3,t_39,169.0,4.6,38,174.79999999999998,488.0
ic_3,t_40,172.0,4.4,38,167.20000000000002,483.2
ic_3,t_41,170.0,4.6,38,174.79999999999998,488.0
ic_3,t_42,168.0,4.4,38,167.20000000000002,487.2
ic_3,t_43,171.0,4.6,38,174.79999999999998,491.0
ic_3,t_44,169.0,4.4,38,167.20000000000002,489.2
ic_3,t_45,172.0,4.6,38,174.79999999999998,492.0
ic_3,t_46,170.0,4.8,38,182.4,504.4
ic_3,t_47,168.0,4.6,38,174.79999999999998,511.2
ic_3,t_48,171.0,4.8,38,182.4,522.6
ic_4,t_1,300.0,7.0,23,161.0,341.0
ic_4,t_2,205.0,7.5,23,172.5,308.5
ic_4,t_3,166.0,8.0,23,184.0,326.5
ic_4,t_4,175.0,8.5,23,195.5,347.0
ic_4,t_5,368.0,9.0,23,207.0,186.0
ic_4,t_6,350.0,9.5,23,218.5,54.5
ic_4,t_7,284.5,10.0,23,230.0,0.0
ic_4,t_8,218.5,9.5,23,218.5,0.0
ic_4,t_9,207.0,9.0,23,207.0,0.0
ic_4,t_10,195.5,8.5,23,195.5,0.0
ic_4,t_11,184.0,8.0,23,184.0,0.0
ic_4,t_12,170.5,7.5,23,172.5,2.0
ic_4,t_13,163.0,7.0,23,161.0,0.0
ic_4,t_14,172.5,7.5,23,172.5,0.0
ic_4,t_15,184.0,8.0,23,184.0,0.0
ic_4,t_16,173.5,8.5,23,195.5,22.0
ic_4,t_17,189.0,9.0,23,207.0,40.0
ic_4,t_18,180.0,9.0,23,207.0,67.0
ic_4,t_19,171.0,8.5,23,195.5,91.5
ic_4,t_20,180.0,8.0,23,184.0,95.5
ic_4,t_21,171.0,8.5,23,195.5,120.0
ic_4,t_22,180.0,8.0,23,184.0,124.0
ic_4,t_23,171.0,8.5,23,195.5,148.5
ic_4,t_24,180.0,8.0,23,184.0,152.5
ic_4,t_25,179.0,8.0,23,184.0,157.5
ic_4,t_26,178.0,8.5,23,195.5,175.0
ic_4,t_27,177.0,9.0,23,207.0,205.0
ic_4,t_28,176.0,9.5,23,218.5,247.5
ic_4,t_29,175.0,10.0,23,230.0,302.5
ic_4,t_30,174.0,10.0,23,230.0,358.5
ic_4,t_31,173.0,10.0,23,230.0,415.5
ic_4,t_32,172.0,9.5,23,218.5,462.0
ic_4,t_33,172.0,9.0,23,207.0,497.0
ic_4,t_34,172.0,8.5,23,195.5,520.5
ic_4,t_35,172.0,8.0,23,184.0,532.5
ic_4,t_36,172.0,7.5,23,172.5,533.0
ic_4,t_37,170.0,7.5,23,172.5,535.5
ic_4,t_38,168.0,8.0,23,184.0,551.5
ic_4,t_39,171.0,7.5,23,172.5,553.0
ic_4,t_40,169.0,7.5,23,172.5,556.5
ic_4,t_41,172.0,7.5,23,172.5,557.0
ic_4,t_42,170.0,7.0,23,161.0,548.0
ic_4,t_43,168.0,7.5,23,172.5,552.5
ic_4,t_44,171.0,7.5,23,172.5,554.0
ic_4,t_45,169.0,7.0,23,161.0,546.0
ic_4,t_46,172.0,7.5,23,172.5,546.5
ic_4,t_47,170.0,7.0,23,161.0,537.5
ic_4,t_48,168.0,7.5,23,172.5,542.0
ic_5,t_1,500.0,12.0,40,480.0,480.0
ic_5,t_2,491.0,12.25,40,490.0,479.0
ic_5,t_3,517.0,12.5,40,500.0,462.0
ic_5,t_4,526.0,12.75,40,510.0,446.0
ic_5,t_5,535.0,12.5,40,500.0,411.0
ic_5,t_6,526.0,12.25,40,490.0,375.0
ic_5,t_7,511.0,12.0,40,480.0,344.0
ic_5,t_8,497.0,11.75,40,470.0,317.0
ic_5,t_9,484.0,11.5,40,460.0,293.0
ic_5,t_10,481.0,11.25,40,450.0,262.0
ic_5,t_11,478.0,11.0,40,440.0,224.0
ic_5,t_12,484.0,11.25,40,450.0,190.0
ic_5,t_13,481.0,11.5,40,460.0,169.0
ic_5,t_14,465.0,11.75,40,470.0,174.0
ic_5,t_15,490.0,12.0,40,480.0,164.0
ic_5,t_16,541.0,12.25,40,490.0,113.0
ic_5,t_17,556.0,12.5,40,500.0,57.0
ic_5,t_18,529.0,12.75,40,510.0,38.0
ic_5,t_19,538.0,13.0,40,520.0,20.0
ic_5,t_20,529.0,13.0,40,520.0,11.0
ic_5,t_21,538.0,13.25,40,530.0,3.0
ic_5,t_22,529.0,13.25,40,530.0,4.0
ic_5,t_23,538.0,13.5,40,540.0,6.0
ic_5,t_24,529.0,13.25,40,530.0,7.0
ic_5,t_25,526.0,13.5,40,540.0,21.0
ic_5,t_26,523.0,13.75,40,550.0,48.0
ic_5,t_27,520.0,14.0,40,560.0,88.0
ic_5,t_28,517.0,14.0,40,560.0,131.0
ic_5,t_29,517.0,14.25,40,570.0,184.0
ic_5,t_30,514.0,14.0,40,560.0,230.0
ic_5,t_31,511.0,14.0,40,560.0,279.0
ic_5,t_32,514.0,13.75,40,550.0,315.0
ic_5,t_33,514.0,13.5,40,540.0,341.0
ic_5,t_34,514.0,13.25,40,530.0,357.0
ic_5,t_35,514.0,13.25,40,530.0,373.0
ic_5,t_36,514.0,13.0,40,520.0,379.0
ic_5,t_37,508.0,12.75,40,510.0,381.0
ic_5,t_38,512.0,13.0,40,520.0,389.0
ic_5,t_39,511.0,13.0,40,520.0,398.0
ic_5,t_40,505.0,12.75,40,510.0,403.0
ic_5,t_41,514.0,13.0,40,520.0,409.0
ic_5,t_42,508.0,12.75,40,510.0,411.0
ic_5,t_43,512.0,13.0,40,520.0,419.0
ic_5,t_44,511.0,12.75,40,510.0,418.0
ic_5,t_45,505.0,13.0,40,520.0,433.0
ic_5,t_46,514.0,13.25,40,530.0,449.0
ic_5,t_47,508.0,13.0,40,520.0,461.0
ic_5,t_48,512.0,13.25,40,530.0,479.0
ic_6,t_1,482.0,12.0,35,420.0,438.0
ic_6,t_2,480.0,12.5,35,437.5,395.5
ic_6,t_3,506.0,13.0,35,455.0,344.5
ic_6,t_4,514.0,13.5,35,472.5,303.0
ic_6,t_5,523.0,14.0,35,490.0,270.0
ic_6,t_6,532.0,14.0,35,490.0,228.0
ic_6,t_7,517.0,13.5,35,472.5,183.5
ic_6,t_8,503.0,13.0,35,455.0,135.5
ic_6,t_9,489.0,12.5,35,437.5,84.0
ic_6,t_10,486.0,12.5,35,437.5,35.5
ic_6,t_11,474.0,13.0,35,455.0,16.5
ic_6,t_12,489.0,13.5,35,472.5,0.0
ic_6,t_13,477.0,14.0,35,490.0,13.0
ic_6,t_14,493.0,14.5,35,507.5,27.5
ic_6,t_15,519.0,15.0,35,525.0,33.5
ic_6,t_16,573.0,15.5,35,542.5,3.0
ic_6,t_17,550.0,16.0,35,560.0,13.0
ic_6,t_18,523.0,15.5,35,542.5,32.5
ic_6,t_19,550.0,16.0,35,560.0,42.5
ic_6,t_20,523.0,15.5,35,542.5,62.0
ic_6,t_21,550.0,15.5,35,542.5,54.5
ic_6,t_22,523.0,15.0,35,525.0,56.5
ic_6,t_23,550.0,15.0,35,525.0,31.5
ic_6,t_24,523.0,14.5,35,507.5,16.0
ic_6,t_25,520.0,15.0,35,525.0,21.0
ic_6,t_26,517.0,15.0,35,525.0,29.0
ic_6,t_27,514.0,15.0,35,525.0,40.0
ic_6,t_28,511.0,15.0,35,525.0,54.0
ic_6,t_29,511.0,15.0,35,525.0,68.0
ic_6,t_30,511.0,15.5,35,542.5,99.5
ic_6,t_31,508.0,15.0,35,525.0,116.5
ic_6,t_32,511.0,15.5,35,542.5,148.0
ic_6,t_33,512.0,15.5,35,542.5,178.5
ic_6,t_34,512.0,15.5,35,542.5,209.0
ic_6,t_35,512.0,15.5,35,542.5,239.5
ic_6,t_36,512.0,16.0,35,560.0,287.5
ic_6,t_37,506.0,15.5,35,542.5,324.0
ic_6,t_38,515.0,16.0,35,560.0,369.0
ic_6,t_39,509.0,15.5,35,542.5,402.5
ic_6,t_40,508.0,15.0,35,525.0,419.5
ic_6,t_41,512.0,15.5,35,542.5,450.0
ic_6,t_42,506.0,15.0,35,525.0,469.0
ic_6,t_43,515.0,15.5,35,542.5,496.5
ic_6,t_44,509.0,15.0,35,525.0,512.5
ic_6,t_45,508.0,14.5,35,507.5,512.0
ic_6,t_46,512.0,15.0,35,525.0,525.0
ic_6,t_47,506.0,14.5,35,507.5,526.5
ic_6,t_48,515.0,15.0,35,525.0,536.5
ic_7,t_1,153.0,6.0,43,258.0,480.0
ic_7,t_2,153.0,6.2,43,266.6,593.6
ic_7,t_3,161.0,6.4,43,275.2,707.8
ic_7,t_4,170.0,6.2,43,266.6,804.4
ic_7,t_5,179.0,6.0,43,258.0,883.4
ic_7,t_6,188.0,5.8,43,249.4,944.8
ic_7,t_7,183.0,5.6,43,240.79999999999998,1002.6
ic_7,t_8,178.0,5.4,43,232.20000000000002,1056.8
ic_7,t_9,173.0,5.2,43,223.6,1107.4
ic_7,t_10,168.0,5.0,43,215.0,1154.4
ic_7,t_11,163.0,4.8,43,206.4,1197.8
ic_7,t_12,159.0,4.6,43,197.79999999999998,1236.6
ic_7,t_13,164.0,4.4,43,189.20000000000002,1261.8
ic_7,t_14,148.0,4.6,43,197.79999999999998,1311.6
ic_7,t_15,156.0,4.8,43,206.4,1362.0
ic_7,t_16,172.0,5.0,43,215.0,1405.0
ic_7,t_17,190.0,5.2,43,223.6,1438.6
ic_7,t_18,181.0,5.0,43,215.0,1472.6
ic_7,t_19,172.0,4.8,43,206.4,1507.0
ic_7,t_20,181.0,4.6,43,197.79999999999998,1523.8
ic_7,t_21,172.0,4.4,43,189.20000000000002,1541.0
ic_7,t_22,181.0,4.2,43,180.6,1540.6
ic_7,t_23,172.0,4.0,43,172.0,1540.6
ic_7,t_24,181.0,3.8,43,163.4,1523.0
ic_7,t_25,180.0,3.6,43,154.8,1497.8
ic_7,t_26,179.0,3.4,43,146.2,1465.0
ic_7,t_27,178.0,3.2,43,137.6,1424.6
ic_7,t_28,177.0,3.0,43,129.0,1376.6
ic_7,t_29,176.0,2.8,43,120.39999999999999,1321.0
ic_7,t_30,175.0,2.6,43,111.8,1257.8
ic_7,t_31,174.0,2.4,43,103.2,1187.0
ic_7,t_32,173.0,2.4,43,103.2,1117.2
ic_7,t_33,173.0,2.2,43,94.60000000000001,1038.8
ic_7,t_34,173.0,2.0,43,86.0,951.8
ic_7,t_35,173.0,2.2,43,94.60000000000001,873.4
ic_7,t_36,173.0,2.4,43,103.2,803.6
ic_7,t_37,171.0,2.4,43,103.2,735.8
ic_7,t_38,169.0,2.6,43,111.8,678.6
ic_7,t_39,172.0,2.8,43,120.39999999999999,627.0
ic_7,t_40,170.0,2.8,43,120.39999999999999,577.4
ic_7,t_41,168.0,3.0,43,129.0,538.4
ic_7,t_42,171.0,2.8,43,120.39999999999999,487.8
ic_7,t_43,169.0,3.0,43,129.0,447.8
ic_7,t_44,172.0,3.2,43,137.6,413.4
ic_7,t_45,170.0,3.4,43,146.2,389.6
ic_7,t_46,168.0,3.6,43,154.8,376.4
ic_7,t_47,171.0,3.4,43,146.2,351.6
ic_7,t_48,169.0,3.6,43,154.8,337.4
ic_8,t_1,180.0,6.0,40,240.0,360.0
ic_8,t_2,171.0,6.25,40,250.0,439.0
ic_8,t_3,180.0,6.5,40,260.0,519.0
ic_8,t_4,171.0,6.25,40,250.0,598.0
ic_8,t_5,180.0,6.0,40,240.0,658.0
ic_8,t_6,171.0,5.75,40,230.0,717.0
ic_8,t_7,166.0,5.5,40,220.0,771.0
ic_8,t_8,162.0,5.25,40,210.0,819.0
ic_8,t_9,158.0,5.0,40,200.0,861.0
ic_8,t_10,163.0,4.75,40,190.0,888.0
ic_8,t_11,159.0,4.5,40,180.0,909.0
ic_8,t_12,164.0,4.25,40,170.0,915.0
ic_8,t_13,160.0,4.0,40,160.0,915.0
ic_8,t_14,144.0,4.25,40,170.0,941.0
ic_8,t_15,152.0,4.5,40,180.0,969.0
ic_8,t_16,168.0,4.75,40,190.0,991.0
ic_8,t_17,185.0,5.0,40,200.0,1006.0
ic_8,t_18,176.0,4.75,40,190.0,1020.0
ic_8,t_19,185.0,4.75,40,190.0,1025.0
ic_8,t_20,176.0,4.5,40,180.0,1029.0
ic_8,t_21,185.0,4.25,40,170.0,1014.0
ic_8,t_22,176.0,4.0,40,160.0,998.0
ic_8,t_23,185.0,4.25,40,170.0,983.0
ic_8,t_24,176.0,4.0,40,160.0,967.0
ic_8,t_25,175.0,3.75,40,150.0,942.0
ic_8,t_26,174.0,3.5,40,140.0,908.0
ic_8,t_27,173.0,3.25,40,130.0,865.0
ic_8,t_28,172.0,3.25,40,130.0,823.0
ic_8,t_29,171.0,3.25,40,130.0,782.0
ic_8,t_30,170.0,3.25,40,130.0,742.0
ic_8,t_31,169.0,3.5,40,140.0,713.0
ic_8,t_32,171.0,3.75,40,150.0,692.0
ic_8,t_33,171.0,4.0,40,160.0,681.0
ic_8,t_34,171.0,4.0,40,160.0,670.0
ic_8,t_35,171.0,3.75,40,150.0,649.0
ic_8,t_36,171.0,3.75,40,150.0,628.0
ic_8,t_37,169.0,3.75,40,150.0,609.0
ic_8,t_38,172.0,4.0,40,160.0,597.0
ic_8,t_39,170.0,3.75,40,150.0,577.0
ic_8,t_40,168.0,4.0,40,160.0,569.0
ic_8,t_41,171.0,4.25,40,170.0,568.0
ic_8,t_42,169.0,4.0,40,160.0,559.0
ic_8,t_43,172.0,4.25,40,170.0,557.0
ic_8,t_44,170.0,4.0,40,160.0,547.0
ic_8,t_45,168.0,4.0,40,160.0,539.0
ic_8,t_46,171.0,4.25,40,170.0,538.0
ic_8,t_47,169.0,4.0,40,160.0,529.0
ic_8,t_48,172.0,4.25,40,170.0,527.0
